"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Frequency","Data rate","Info"
"539","19.354095204","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=3098, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"541","19.456516123","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=3100, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"543","19.558917097","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=3102, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"545","19.661324039","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=3104, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"547","19.763715972","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=3106, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"549","19.866131074","e8:48:b8:da:df:46","Broadcast","802.11","452","-58dBm","5785MHz","6","Beacon frame, SN=3108, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"553","19.968534765","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=3110, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"556","20.071085991","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=3112, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"558","20.173328799","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=3114, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"561","20.275729904","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=3116, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"564","20.378130740","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=3118, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"566","20.480534222","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=3120, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"569","20.582950007","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=3122, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
