"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Frequency","Data rate","Info"
"12610","3.744324561","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-52dBm","5785MHz","43.3333","QoS Data, SN=805, FN=0, Flags=.p....F.C"
"12618","3.745649682","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-54dBm","5785MHz","43.3333","QoS Data, SN=813, FN=0, Flags=.p....F.C"
"12626","3.746835646","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-54dBm","5785MHz","43.3333","QoS Data, SN=821, FN=0, Flags=.p....F.C"
"12641","3.750317277","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-54dBm","5785MHz","43.3333","QoS Data, SN=821, FN=0, Flags=.p..R.F.C"
"12656","3.755378923","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-55dBm","5785MHz","43.3333","QoS Data, SN=821, FN=0, Flags=.p..R.F.C"
"12657","3.755380649","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-55dBm","5785MHz","43.3333","QoS Data, SN=822, FN=0, Flags=.p..R.F.C"
"12664","3.756372240","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-55dBm","5785MHz","43.3333","QoS Data, SN=829, FN=0, Flags=.p....F.C"
"12672","3.758591823","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-55dBm","5785MHz","43.3333","QoS Data, SN=837, FN=0, Flags=.p....F.C"
"12685","3.762975386","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","43.3333","QoS Data, SN=837, FN=0, Flags=.p..R.F.C"
"12691","3.764881384","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-55dBm","5785MHz","43.3333","QoS Data, SN=837, FN=0, Flags=.p..R.F.C"
"12699","3.766324094","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-54dBm","5785MHz","43.3333","QoS Data, SN=845, FN=0, Flags=.p....F.C"
"12708","3.768961127","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-54dBm","5785MHz","43.3333","QoS Data, SN=851, FN=0, Flags=.p....F.C"
"12712","3.769967534","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-53dBm","5785MHz","43.3333","QoS Data, SN=855, FN=0, Flags=.p....F.C"
"12713","3.769969306","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-53dBm","5785MHz","43.3333","QoS Data, SN=856, FN=0, Flags=.p....F.C"
"12715","3.770869743","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","43.3333","QoS Data, SN=855, FN=0, Flags=.p..R.F.C"
"12716","3.770871632","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-54dBm","5785MHz","43.3333","QoS Data, SN=856, FN=0, Flags=.p..R.F.C"
"12718","3.772983553","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","43.3333","QoS Data, SN=858, FN=0, Flags=.p....F.C"
"12719","3.772986044","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-54dBm","5785MHz","43.3333","QoS Data, SN=859, FN=0, Flags=.p....F.C"
"12720","3.772987242","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","139","-54dBm","5785MHz","43.3333","QoS Data, SN=860, FN=0, Flags=.p....F.C"
"12730","3.778117223","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-55dBm","5785MHz","43.3333","QoS Data, SN=862, FN=0, Flags=.p....F.C"
"12732","3.779022038","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-55dBm","5785MHz","43.3333","QoS Data, SN=862, FN=0, Flags=.p..R.F.C"
"12734","3.779679155","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","179","-55dBm","5785MHz","43.3333","QoS Data, SN=864, FN=0, Flags=.p....F.C"
"12762","3.788318201","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","43.3333","QoS Data, SN=868, FN=0, Flags=.p....F.C"
"12781","3.795806672","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","159","-53dBm","5785MHz","43.3333","QoS Data, SN=870, FN=0, Flags=.p....F.C"
"12785","3.799046768","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","159","-54dBm","5785MHz","43.3333","QoS Data, SN=870, FN=0, Flags=.p..R.F.C"
"12789","3.800783552","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","159","-53dBm","5785MHz","43.3333","QoS Data, SN=870, FN=0, Flags=.p..R.F.C"
"12793","3.802291802","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","159","-53dBm","5785MHz","21.6667","QoS Data, SN=870, FN=0, Flags=.p..R.F.C"
"12797","3.804661737","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-53dBm","5785MHz","43.3333","QoS Data, SN=872, FN=0, Flags=.p..R.F.C"
"12798","3.805899928","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-53dBm","5785MHz","43.3333","QoS Data, SN=874, FN=0, Flags=.p....F.C"
"12806","3.807937101","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-53dBm","5785MHz","43.3333","QoS Data, SN=882, FN=0, Flags=.p....F.C"
"12811","3.810170482","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-53dBm","5785MHz","43.3333","QoS Data, SN=882, FN=0, Flags=.p..R.F.C"
"12816","3.812001999","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-53dBm","5785MHz","43.3333","QoS Data, SN=882, FN=0, Flags=.p..R.F.C"
"12821","3.814730351","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-52dBm","5785MHz","21.6667","QoS Data, SN=882, FN=0, Flags=.p..R.F.C"
"12830","3.820184781","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-53dBm","5785MHz","43.3333","QoS Data, SN=887, FN=0, Flags=.p....F.C"
"12831","3.820186920","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-53dBm","5785MHz","43.3333","QoS Data, SN=888, FN=0, Flags=.p....F.C"
"12838","3.822559962","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-53dBm","5785MHz","43.3333","QoS Data, SN=895, FN=0, Flags=.p....F.C"
"12839","3.822562640","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-53dBm","5785MHz","43.3333","QoS Data, SN=896, FN=0, Flags=.p....F.C"
"12861","3.829056296","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-54dBm","5785MHz","43.3333","QoS Data, SN=895, FN=0, Flags=.p..R.F.C"
